Time [s],Channel 5,Channel 6
1.234260000,0,0
1.234268000,0,1
1.259238080,0,0
1.259246880,1,0
1.284215520,0,0
1.284223520,0,1
1.309192640,0,0
1.309201440,1,0
1.334169760,0,0
1.334177920,0,1
1.359147360,0,0
1.359156160,1,0
1.384126560,0,0
1.384134720,0,1
1.409104320,0,0
1.409113120,1,0
1.434083200,0,0
1.434091200,0,1
1.459060800,0,0
1.459069600,1,0
1.484039680,0,0
1.484047680,0,1
1.509017760,0,0
1.509026400,1,0
1.533996000,0,0
1.534004160,0,1
1.558974240,0,0
1.558983040,1,0
1.583952640,0,0
1.583960640,0,1
1.608929760,0,0
1.608938400,1,0
1.633907840,0,0
1.633916000,0,1
1.658885600,0,0
1.658894400,1,0
1.683865120,0,0
1.683873280,0,1
1.708842880,0,0
1.708851680,1,0
1.733820800,0,0
1.733828960,0,1
1.758798240,0,0
1.758807040,1,0
1.783776000,0,0
1.783784000,0,1
1.808752160,0,0
1.808760960,1,0
1.833729280,0,0
1.833737280,0,1
1.858705760,0,0
1.858714400,1,0
1.883684160,0,0
1.883692160,0,1
1.908660640,0,0
1.908669280,1,0
1.933637600,0,0
1.933645600,0,1
1.958613440,0,0
1.958622240,1,0
1.983591200,0,0
1.983599200,0,1
2.008568160,0,0
2.008576960,1,0
2.033547520,0,0
2.033555520,0,1
2.058525920,0,0
2.058534560,1,0
2.083504320,0,0
2.083512320,0,1
2.108481280,0,0
2.108490080,1,0
2.126954720,0,0
2.151942720,1,0
2.158435520,0,0
2.158443680,0,1
2.183412160,0,0
2.183420800,1,0
2.208388800,0,0
2.208396800,0,1
2.233365440,0,0
2.233374080,1,0
2.258344320,0,0
2.258352480,0,1
2.283322080,0,0
2.283330720,1,0
2.308299520,0,0
2.308307520,0,1
2.333276960,0,0
2.333285600,1,0
2.358255360,0,0
2.358263360,0,1
2.383233440,0,0
2.383242080,1,0
2.408211680,0,0
2.408219680,0,1
2.433189920,0,0
2.433198560,1,0
2.458169600,0,0
2.458177600,0,1
2.483148320,0,0
2.483156960,1,0
2.508126400,0,0
2.508134400,0,1
2.533103680,0,0
2.533112480,1,0
2.558081920,0,0
2.558089920,0,1
2.583059040,0,0
2.583067840,1,0
2.608037280,0,0
2.608045280,0,1
2.633013600,0,0
2.633022400,1,0
2.657991360,0,0
2.657999520,0,1
2.682968000,0,0
2.682976800,1,0
2.707946240,0,0
2.707954240,0,1
2.732923840,0,0
2.732932640,1,0
2.757901600,0,0
2.757909760,0,1
2.782879360,0,0
2.782888160,1,0
2.807857920,0,0
2.807866080,0,1
2.832835200,0,0
2.832843840,1,0
2.857812800,0,0
2.857820800,0,1
2.882789120,0,0
2.882797920,1,0
2.907766560,0,0
2.907774720,0,1
2.932743680,0,0
2.932752480,1,0
2.957721120,0,0
2.957729120,0,1
2.982697440,0,0
2.982706080,1,0
3.007674240,0,0
3.007682240,0,1
3.032650400,0,0
3.032659200,1,0
3.057626880,0,0
3.057634880,0,1
3.082603200,0,0
3.082612000,1,0
3.107580160,0,0
3.107588160,0,1
3.126052800,0,0
3.151039680,0,1
3.157532320,0,0
3.157541120,1,0
3.182508960,0,0
3.182517120,0,1
3.207485120,0,0
3.207493920,1,0
3.232461120,0,0
3.232469120,0,1
3.257436480,0,0
3.257445120,1,0
3.282411520,0,0
3.282419520,0,1
3.307385920,0,0
3.307394560,1,0
3.332361280,0,0
3.332369440,0,1
3.357337120,0,0
3.357345920,1,0
3.382313760,0,0
3.382321920,0,1
3.407288960,0,0
3.407297760,1,0
3.432265600,0,0
3.432273760,0,1
3.457241440,0,0
3.457250240,1,0
3.482216960,0,0
3.482225120,0,1
3.507191840,0,0
3.507200640,1,0
3.532168480,0,0
3.532176640,0,1
3.557144160,0,0
3.557152960,1,0
3.582119680,0,0
3.582127680,0,1
3.607094240,0,0
3.607103040,1,0
3.632071360,0,0
3.632079360,0,1
3.657048320,0,0
3.657056960,1,0
3.682025280,0,0
3.682033280,0,1
3.707001760,0,0
3.707010400,1,0
3.731979040,0,0
3.731987040,0,1
3.756957120,0,0
3.756965760,1,0
3.781936000,0,0
3.781944000,0,1
3.806913760,0,0
3.806922560,1,0
3.831891840,0,0
3.831899840,0,1
3.856868960,0,0
3.856877760,1,0
3.881845600,0,0
3.881853600,0,1
3.906821120,0,0
3.906829920,1,0
3.931797920,0,0
3.931805920,0,1
3.956773120,0,0
3.956781920,1,0
3.981748000,0,0
3.981756160,0,1
4.006723840,0,0
4.006732480,1,0
4.031699360,0,0
4.031707360,0,1
4.056674880,0,0
4.056683520,1,0
4.081651680,0,0
4.081659680,0,1
4.106627360,0,0
4.106636160,1,0
4.131095200,0,0
4.156082080,1,0
4.156580320,0,0
4.156588320,0,1
4.181556480,0,0
4.181565280,1,0
4.206533280,0,0
4.206541280,0,1
4.231508800,0,0
4.231517440,1,0
4.256485440,0,0
4.256493440,0,1
4.281462080,0,0
4.281470880,1,0
4.306438560,0,0
4.306446720,0,1
4.331414720,0,0
4.331423520,1,0
4.356392000,0,0
4.356400160,0,1
4.381368960,0,0
4.381377600,1,0
4.406345280,0,0
4.406353280,0,1
4.431320000,0,0
4.431328800,1,0
4.456295360,0,0
4.456303360,0,1
4.481269920,0,0
4.481278720,1,0
4.506244640,0,0
4.506252640,0,1
4.531218880,0,0
4.531227680,1,0
4.556193760,0,0
4.556201920,0,1
4.581167840,0,0
4.581176480,1,0
4.606144160,0,0
4.606152160,0,1
4.631118560,0,0
4.631127200,1,0
4.656094880,0,0
4.656102880,0,1
4.681068960,0,0
4.681077600,1,0
4.706044480,0,0
4.706052640,0,1
4.731019360,0,0
4.731028000,1,0
4.755993760,0,0
4.756001920,0,1
4.780967200,0,0
4.780976000,1,0
4.805943040,0,0
4.805951200,0,1
4.830917920,0,0
4.830926720,1,0
4.855892960,0,0
4.855901120,0,1
4.880868480,0,0
4.880877280,1,0
4.905843840,0,0
4.905852000,0,1
4.930819360,0,0
4.930828000,1,0
4.955794880,0,0
4.955803040,0,1
4.980770720,0,0
4.980779520,1,0
5.005747040,0,0
5.005755040,0,1
5.030722400,0,0
5.030731040,1,0
5.055698560,0,0
5.055706560,0,1
5.080673920,0,0
5.080682560,1,0
5.105649920,0,0
5.105657920,0,1
5.130615520,0,0
5.155609440,1,0
5.180576160,0,0
5.180584160,0,1
5.205549440,0,0
5.205558240,1,0
5.230524800,0,0
5.230532800,0,1
5.255499200,0,0
5.255508000,1,0
5.280475840,0,0
5.280483840,0,1
5.305451360,0,0
5.305460160,1,0
5.330427680,0,0
5.330435840,0,1
5.355403200,0,0
5.355411840,1,0
5.380379200,0,0
5.380387200,0,1
5.405355680,0,0
5.405364480,1,0
5.430332960,0,0
5.430340960,0,1
5.455310240,0,0
5.455319040,1,0
5.480287360,0,0
5.480295520,0,1
5.505265120,0,0
5.505273760,1,0
5.530241920,0,0
5.530249920,0,1
5.555217280,0,0
5.555225920,1,0
5.580193440,0,0
5.580201440,0,1
5.605168800,0,0
5.605177440,1,0
5.630146080,0,0
5.630154080,0,1
5.655122720,0,0
5.655131360,1,0
5.680099840,0,0
5.680108000,0,1
5.705076160,0,0
5.705084960,1,0
5.730054720,0,0
5.730062720,0,1
5.755033600,0,0
5.755042400,1,0
5.780013280,0,0
5.780021440,0,1
5.804991360,0,0
5.805000000,1,0
5.829969760,0,0
5.829977920,0,1
5.854947040,0,0
5.854955680,1,0
5.879924160,0,0
5.879932160,0,1
5.904901120,0,0
5.904909760,1,0
5.929876800,0,0
5.929884800,0,1
5.954851360,0,0
5.954860000,1,0
5.979827520,0,0
5.979835520,0,1
6.004803040,0,0
6.004811840,1,0
6.029779200,0,0
6.029787200,0,1
6.054754240,0,0
6.054763040,1,0
6.079730240,0,0
6.079738240,0,1
6.104705280,0,0
6.104714080,1,0
6.129672160,0,0
6.154665920,0,1
6.179633120,0,0
6.179641920,1,0
6.204608320,0,0
6.204616480,0,1
6.229583520,0,0
6.229592160,1,0
6.254559040,0,0
6.254567200,0,1
6.279535200,0,0
6.279544000,1,0
6.304512640,0,0
6.304520640,0,1
6.329488480,0,0
6.329497120,1,0
6.354465920,0,0
6.354474080,0,1
6.379444320,0,0
6.379452960,1,0
6.404422880,0,0
6.404431040,0,1
6.429400640,0,0
6.429409440,1,0
6.454378560,0,0
6.454386720,0,1
6.479355520,0,0
6.479364320,1,0
6.504333600,0,0
6.504341600,0,1
6.529311680,0,0
6.529320480,1,0
6.554289920,0,0
6.554297920,0,1
6.579267200,0,0
6.579276000,1,0
6.604244160,0,0
6.604252320,0,1
6.629221280,0,0
6.629229920,1,0
6.654198080,0,0
6.654206080,0,1
6.679173920,0,0
6.679182560,1,0
6.704150240,0,0
6.704158240,0,1
6.729125600,0,0
6.729134240,1,0
6.754101440,0,0
6.754109600,0,1
6.779077120,0,0
6.779085920,1,0
6.804053760,0,0
6.804061920,0,1
6.829029120,0,0
6.829037920,1,0
6.854005440,0,0
6.854013440,0,1
6.878980800,0,0
6.878989600,1,0
6.903958080,0,0
6.903966240,0,1
6.928935040,0,0
6.928943840,1,0
6.953912480,0,0
6.953920640,0,1
6.978888480,0,0
6.978897120,1,0
7.003865280,0,0
7.003873440,0,1
7.028841920,0,0
7.028850560,1,0
7.053818720,0,0
7.053826720,0,1
7.078795680,0,0
7.078804480,1,0
7.103775040,0,0
7.103783200,0,1
7.128743360,0,0
7.153738240,1,0
7.178706240,0,0
7.178714400,0,1
7.203682080,0,0
7.203690880,1,0
7.228659200,0,0
7.228667200,0,1
7.253635200,0,0
7.253644000,1,0
7.278612640,0,0
7.278620800,0,1
7.303589440,0,0
7.303598240,1,0
7.328565440,0,0
7.328573600,0,1
7.353540160,0,0
7.353548960,1,0
7.378516640,0,0
7.378524640,0,1
7.403493120,0,0
7.403501760,1,0
7.428470080,0,0
7.428478080,0,1
7.453445120,0,0
7.453453920,1,0
7.478420800,0,0
7.478428960,0,1
7.503396160,0,0
7.503404800,1,0
7.528371040,0,0
7.528379040,0,1
7.553347040,0,0
7.553355680,1,0
7.578322720,0,0
7.578330880,0,1
7.603297120,0,0
7.603305920,1,0
7.628273440,0,0
7.628281440,0,1
7.653249440,0,0
7.653258080,1,0
7.678224000,0,0
7.678232000,0,1
7.703198400,0,0
7.703207200,1,0
7.728172960,0,0
7.728180960,0,1
7.753147200,0,0
7.753156000,1,0
7.778124000,0,0
7.778132160,0,1
7.803100000,0,0
7.803108640,1,0
7.828076320,0,0
7.828084480,0,1
7.853053120,0,0
7.853061920,1,0
7.878030080,0,0
7.878038240,0,1
7.903006080,0,0
7.903014880,1,0
7.927983520,0,0
7.927991680,0,1
7.952960000,0,0
7.952968640,1,0
7.977936160,0,0
7.977944160,0,1
8.002911520,0,0
8.002920320,1,0
8.027887200,0,0
8.027895200,0,1
8.052861920,0,0
8.052870720,1,0
8.077837120,0,0
8.077845120,0,1
8.102811680,0,0
8.102820320,1,0
8.127787200,0,0
8.127795360,0,1
8.133772000,0,0
8.158758720,0,1
8.177740160,0,0
8.177748800,1,0
8.202716160,0,0
8.202724000,0,1
8.227691360,0,0
8.227700000,1,0
8.252666400,0,0
8.252674240,0,1
8.277640960,0,0
8.277649600,1,0
8.302616320,0,0
8.302624160,0,1
8.327591200,0,0
8.327599840,1,0
8.352566400,0,0
8.352574240,0,1
8.377540480,0,0
8.377549120,1,0
8.402516320,0,0
8.402524160,0,1
8.427491040,0,0
8.427499520,1,0
8.452467040,0,0
8.452474880,0,1
8.477442560,0,0
8.477451200,1,0
8.502418560,0,0
8.502426560,0,1
8.527394720,0,0
8.527403200,1,0
8.552370240,0,0
8.552378080,0,1
8.577345120,0,0
8.577353600,1,0
8.602321440,0,0
8.602329280,0,1
8.627295840,0,0
8.627304320,1,0
8.652270880,0,0
8.652278720,0,1
8.677246080,0,0
8.677254560,1,0
8.702222240,0,0
8.702230240,0,1
8.727198080,0,0
8.727206720,1,0
8.752174720,0,0
8.752182720,0,1
8.777150080,0,0
8.777158880,1,0
8.802126240,0,0
8.802134400,0,1
8.827101920,0,0
8.827110720,1,0
8.852077600,0,0
8.852085600,0,1
8.877053920,0,0
8.877062720,1,0
8.902031680,0,0
8.902039840,0,1
8.927008960,0,0
8.927017600,1,0
8.951986080,0,0
8.951994080,0,1
8.976962400,0,0
8.976971040,1,0
9.001940160,0,0
9.001948160,0,1
9.026915680,0,0
9.026924480,1,0
9.051892480,0,0
9.051900480,0,1
9.076868320,0,0
9.076876960,1,0
9.101844640,0,0
9.101852800,0,1
9.126820640,0,0
9.126829440,1,0
9.132806080,0,0
9.157793120,1,0
9.176774080,0,0
9.176782080,0,1
9.201750240,0,0
9.201759040,1,0
9.226726560,0,0
9.226734720,0,1
9.251702240,0,0
9.251711040,1,0
9.276679520,0,0
9.276687680,0,1
9.301656320,0,0
9.301665120,1,0
9.326632960,0,0
9.326640960,0,1
9.351609600,0,0
9.351618240,1,0
9.376586080,0,0
9.376594240,0,1
9.401562560,0,0
9.401571200,1,0
9.426538560,0,0
9.426546560,0,1
9.451516320,0,0
9.451525120,1,0
9.476494240,0,0
9.476502400,0,1
9.501472320,0,0
9.501481120,1,0
9.526449600,0,0
9.526457760,0,1
9.551426240,0,0
9.551435040,1,0
9.576402080,0,0
9.576410240,0,1
9.601377440,0,0
9.601386240,1,0
9.626354080,0,0
9.626362080,0,1
9.651331040,0,0
9.651339680,1,0
9.676308000,0,0
9.676316000,0,1
9.701285120,0,0
9.701293760,1,0
9.726263360,0,0
9.726271360,0,1
9.751241760,0,0
9.751250560,1,0
9.776219040,0,0
9.776227200,0,1
9.801198560,0,0
9.801207360,1,0
9.826179360,0,0
9.826187520,0,1
9.851153280,0,0
9.851162080,1,0
9.876133600,0,0
9.876141760,0,1
9.901112640,0,0
9.901121280,1,0
9.926084800,0,0
9.926092960,0,1
9.951062240,0,0
9.951071040,1,0
9.976040000,0,0
9.976048160,0,1
10.001016800,0,0
10.001025440,1,0
10.025993760,0,0
10.026001760,0,1
10.050969920,0,0
10.050978720,1,0
10.075946560,0,0
10.075954560,0,1
10.100922720,0,0
10.100931520,1,0
10.125899360,0,0
10.125907520,0,1
10.132383840,0,0
10.157370720,0,1
10.175852000,0,0
10.175860800,1,0
10.200828800,0,0
10.200836960,0,1
10.225805440,0,0
10.225813920,1,0
10.250781280,0,0
10.250789120,0,1
10.275756160,0,0
10.275764640,1,0
10.300731840,0,0
10.300739840,0,1
10.325707200,0,0
10.325715680,1,0
10.350682880,0,0
10.350690720,0,1
10.375660000,0,0
10.375668480,1,0
10.400637120,0,0
10.400645120,0,1
10.425613440,0,0
10.425621920,1,0
10.450590560,0,0
10.450598400,0,1
10.475566560,0,0
10.475575200,1,0
10.500542560,0,0
10.500550400,0,1
10.525518400,0,0
10.525527040,1,0
10.550495520,0,0
10.550503520,0,1
10.575473120,0,0
10.575481600,1,0
10.600450560,0,0
10.600458560,0,1
10.625426720,0,0
10.625435360,1,0
10.650403040,0,0
10.650411040,0,1
10.675379040,0,0
10.675387520,1,0
10.700355840,0,0
10.700363680,0,1
10.725332320,0,0
10.725341120,1,0
10.750310880,0,0
10.750319040,0,1
10.775287520,0,0
10.775296160,1,0
10.800264640,0,0
10.800272800,0,1
10.825241600,0,0
10.825250240,1,0
10.850219680,0,0
10.850227680,0,1
10.875197440,0,0
10.875206080,1,0
10.900176160,0,0
10.900184160,0,1
10.925153760,0,0
10.925162400,1,0
10.950132160,0,0
10.950140320,0,1
10.975110080,0,0
10.975118880,1,0
11.000088000,0,0
11.000096160,0,1
11.025064640,0,0
11.025073280,1,0
11.050041120,0,0
11.050049280,0,1
11.075017280,0,0
11.075026080,1,0
11.099993280,0,0
11.100001280,0,1
11.124969120,0,0
11.124977760,1,0
11.131454240,0,0
11.156440640,1,0
11.174920640,0,0
11.174928800,0,1
11.199894240,0,0
11.199902880,1,0
11.224868160,0,0
11.224876000,0,1
11.249841440,0,0
11.249849920,1,0
11.274815360,0,0
11.274823200,0,1
11.299788640,0,0
11.299797280,1,0
11.324763200,0,0
11.324771200,0,1
11.349736640,0,0
11.349745120,1,0
11.374710560,0,0
11.374718400,0,1
11.399682880,0,0
11.399691520,1,0
11.424656480,0,0
11.424664480,0,1
11.449630080,0,0
11.449638720,1,0
11.474605440,0,0
11.474613280,0,1
11.499580000,0,0
11.499588480,1,0
11.524554560,0,0
11.524562560,0,1
11.549529920,0,0
11.549538400,1,0
11.574506080,0,0
11.574514080,0,1
11.599480000,0,0
11.599488480,1,0
11.624454240,0,0
11.624462080,0,1
11.649427680,0,0
11.649436320,1,0
11.674403200,0,0
11.674411040,0,1
11.699377440,0,0
11.699386080,1,0
11.724352960,0,0
11.724361120,0,1
11.749328640,0,0
11.749337440,1,0
11.774305120,0,0
11.774313120,0,1
11.799280000,0,0
11.799288640,1,0
11.824256160,0,0
11.824264160,0,1
11.849231520,0,0
11.849240320,1,0
11.874206880,0,0
11.874214880,0,1
11.899182080,0,0
11.899190720,1,0
11.924156960,0,0
11.924164960,0,1
11.949130720,0,0
11.949139520,1,0
11.974105120,0,0
11.974113280,0,1
11.999079520,0,0
11.999088160,1,0
12.024055040,0,0
12.024063040,0,1
12.049029600,0,0
12.049038400,1,0
12.074004480,0,0
12.074012480,0,1
12.098978880,0,0
12.098987680,1,0
12.123954720,0,0
12.123962880,0,1
12.135434400,0,0
12.160418880,0,1
12.173904320,0,0
12.173912960,1,0
12.198879040,0,0
12.198887200,0,1
12.223853920,0,0
12.223862400,1,0
12.248828480,0,0
12.248836320,0,1
12.273802880,0,0
12.273811520,1,0
12.298778720,0,0
12.298786560,0,1
12.323756160,0,0
12.323764640,1,0
12.348733440,0,0
12.348741440,0,1
12.373708640,0,0
12.373717280,1,0
12.398684160,0,0
12.398692160,0,1
12.423659360,0,0
12.423667840,1,0
12.448634240,0,0
12.448642240,0,1
12.473608160,0,0
12.473616640,1,0
12.498584000,0,0
12.498591840,0,1
12.523559680,0,0
12.523568320,1,0
12.548535200,0,0
12.548543040,0,1
12.573509600,0,0
12.573518080,1,0
12.598484960,0,0
